,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
379,"Johnny Depp, Frank Langella, Lena Olin, Emmanuelle Seigner",1 win & 4 nominations.,N/A,"France, Spain, USA",18 Jul 2000,Roman Polanski,"Mystery, Thriller","English, French, Latin, Portuguese, Spanish",44,"A rare book dealer, while seeking out the last two copies of a demon text, gets drawn into a conspiracy with supernatural overtones.",https://m.media-amazon.com/images/M/MV5BM2Q1ZTFhMmYtNDljMS00Y2ZhLWE3M2QtMjYwYmFkYmJmMjI1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,Artisan Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",10 Mar 2000,True,133 min,The Ninth Gate,movie,http://www.ninthgate.com,"Arturo Pérez-Reverte (novel), John Brownjohn (screenplay), Enrique Urbizu (screenplay), Roman Polanski (screenplay)",1999,tt0142688,6.7,"152,824",
380,"Rob Schneider, William Forsythe, Eddie Griffin, Arija Bareikis",2 nominations.,N/A,USA,20 Jun 2000,Mike Mitchell,"Comedy, Romance",English,30,"An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.",https://m.media-amazon.com/images/M/MV5BZWIzMzQxZTUtYTJmYi00ZGNmLWEzMDUtZGM2ZjJiNTU2MTk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Happy Madison Productions,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",10 Dec 1999,True,88 min,Deuce Bigalow: Male Gigolo,movie,http://www.deucethegigolo.com,"Harris Goldberg, Rob Schneider",1999,tt0205000,5.7,"66,133",
381,"Hilary Swank, Chloë Sevigny, Peter Sarsgaard, Brendan Sexton III",Won 1 Oscar. Another 47 wins & 37 nominations.,N/A,USA,18 Apr 2000,Kimberly Peirce,"Biography, Crime, Drama, Romance",English,86,Female-born Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.,https://m.media-amazon.com/images/M/MV5BN2YyODgyYjMtN2ZiZC00OWMzLTg1NjgtZGIwN2NlYTYxMTkwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Twentieth Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",31 Mar 2000,True,118 min,Boys Don't Cry,movie,http://www.foxsearchlight.com/production/boysdontcry_synopsis.html,"Kimberly Peirce, Andy Bienen",1999,tt0171804,7.6,"86,338",
382,"Allan Corduner, Dexter Fletcher, Sukie Smith, Roger Heathcott",Won 2 Oscars. Another 11 wins & 27 nominations.,N/A,"UK, USA",20 Jun 2000,Mike Leigh,"Biography, Comedy, Drama, History, Music, Musical","English, French, German, Italian, Japanese",90,"Set in the 1880s, the story of how, during a creative dry spell, the partnership of the legendary musical/theatrical writers Gilbert and Sullivan almost dissolves, before they turn it all around and write the Mikado.",https://m.media-amazon.com/images/M/MV5BZTRhNzBiZjUtZWExZi00NDEwLWIzYjUtNjhhOWVjODkzYjljXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,October Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",11 Feb 2000,True,154 min,Topsy-Turvy,movie,http://www.topsy-turvymovie.com,Mike Leigh,1999,tt0151568,7.4,"10,958",
383,"Tim Allen, Sigourney Weaver, Alan Rickman, Tony Shalhoub",7 wins & 14 nominations.,N/A,USA,02 May 2000,Dean Parisot,"Adventure, Comedy, Sci-Fi",English,70,"The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.",https://m.media-amazon.com/images/M/MV5BNmZlNTY5YjQtZTU5ZC00MzcyLWI1NDMtNjA0ZjQxMmQwYjJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,DreamWorks SKG,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",25 Dec 1999,True,102 min,Galaxy Quest,movie,http://www.amazon.com/exec/obidos/subst/video/misc/dreamworks/galaxy-quest/gq-home.html/103-6831095-1845408,"David Howard (story), David Howard (screenplay), Robert Gordon (screenplay)",1999,tt0177789,7.3,"136,706",
384,"Mel Gibson, Gregg Henry, Maria Bello, David Paymer",2 wins & 2 nominations.,N/A,USA,27 Jul 1999,Brian Helgeland,"Action, Crime, Drama, Thriller",English,46,"After a successful heist, Porter is shot by his wife and his best friend. They leave him there to die but when he recovers, he seeks revenge and wants his share of the money.",https://m.media-amazon.com/images/M/MV5BN2YxYTUyMTItYmU4ZS00OTIzLWIwMWQtMDY3NzRiMmIyMWMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",05 Feb 1999,True,100 min,Payback,movie,http://www.paybackmovie.com,"Donald E. Westlake (novel), Brian Helgeland (screenplay), Terry Hayes (screenplay)",1999,tt0120784,7.1,"123,868",
385,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki",Nominated for 1 Oscar. Another 7 wins & 13 nominations.,N/A,"Germany, USA",18 Apr 2000,Rob Minkoff,"Adventure, Comedy, Family, Fantasy","English, Dutch",61,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.",https://m.media-amazon.com/images/M/MV5BMDJlZWZiODItMGE3NC00Yzg3LWFhYTYtZTI2YWNlNjExMDE4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Columbia Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",17 Dec 1999,True,84 min,Stuart Little,movie,http://www.spe.sony.com/movies/stuartlittle/splash.html,"E.B. White (book), M. Night Shyamalan (screenplay), Greg Brooker (screenplay)",1999,tt0164912,5.9,"113,522",
386,"Cecilia Roth, Marisa Paredes, Candela Peña, Antonia San Juan",Won 1 Oscar. Another 56 wins & 38 nominations.,N/A,"Spain, France",26 Oct 2006,Pedro Almodóvar,Drama,"Spanish, Catalan",87,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",https://m.media-amazon.com/images/M/MV5BZjZiZjgzZGYtNGVjMi00NGZlLTlmMGMtNGMyNzQwMTBlMWYwXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",31 Mar 2000,True,101 min,All About My Mother,movie,http://www.sonypictures.com/classics/allaboutmymother/,Pedro Almodóvar,1999,tt0185125,7.9,"79,865",
387,"Gyu-ri Kim, Yeh-jin Park, Yeong-jin Lee, Jong-hak Baek",2 wins & 3 nominations.,N/A,South Korea,N/A,"Tae-yong Kim, Kyu-dong Min","Horror, Romance, Drama",Korean,N/A,"In this second installment of the Whispering Corridors series, a young girl finds a strange diary, capable of arousing hallucinations, kept by two of her senior fellow-students who seem to have an unusually close bond.",https://m.media-amazon.com/images/M/MV5BZGFhMGVkY2QtNTUxNy00NTdmLWE3ZDYtMjQyZWYxNzQwMzMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",24 Dec 1999,True,97 min,Memento Mori,movie,N/A,"Tae-yong Kim, Kyu-dong Min",1999,tt0266075,6.6,"2,973",
388,"Alexander Scheer, Alexander Beyer, Robert Stadlober, Teresa Weißbach",6 wins & 2 nominations.,N/A,Germany,N/A,Leander Haußmann,"Comedy, Romance",German,N/A,"A group of kids grow up on the short, wrong (east) side of the Sonnenallee in Berlin, right next to one of the few border crossings between East and West reserved for German citizens. The ...",https://images-na.ssl-images-amazon.com/images/M/MV5BZGU0Y2YzMWQtODI5ZC00NTE1LTk3OGUtODQwM2ZiZWFkMzVmXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",07 Oct 1999,True,101 min,Sun Alley,movie,N/A,"Thomas Brussig (screenplay), Leander Haußmann (screenplay), Detlev Buck (collaborator on screenplay), Heike Sperling (collaborator on screenplay), Thomas Brussig (novel)",1999,tt0177242,6.9,"5,470",
389,"Robert De Niro, Philip Seymour Hoffman, Barry Miller, Chris Bauer",3 wins & 4 nominations.,N/A,USA,14 Aug 2001,Joel Schumacher,"Comedy, Crime, Drama",English,50,"An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons, with the drag queen next door.",https://m.media-amazon.com/images/M/MV5BOTJlMGU2YjgtOTQzNS00ODNmLTg4OTEtM2Y5NDE3MTNjMjNlXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,MGM,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",24 Nov 1999,True,112 min,Flawless,movie,http://www.mgm.com/flawless,Joel Schumacher,1999,tt0155711,6.4,"16,330",
390,"Claire Danes, Kate Beckinsale, Bill Pullman, Jacqueline Kim",1 nomination.,N/A,USA,18 Dec 2001,Jonathan Kaplan,"Drama, Mystery, Thriller","English, Thai",44,Two women are arrested for smuggling while vacationing in Thailand.,https://m.media-amazon.com/images/M/MV5BOWY1NmVmNzctYTFkMC00MmNlLTkzNzgtNWZmODc3YTdiYWI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",13 Aug 1999,True,100 min,Brokedown Palace,movie,N/A,"Adam Fields (story), David Arata (story), David Arata (screenplay)",1999,tt0120620,6.4,"20,486",
391,"Takeshi Kitano, Yusuke Sekiguchi, Kayoko Kishimoto, The Great Gidayû",4 wins & 4 nominations.,N/A,Japan,N/A,Takeshi Kitano,"Drama, Comedy",Japanese,44,"A young, naive boy sets out alone on the road to find his wayward mother. Soon he finds an unlikely protector in a crotchety man and the two have a series of unexpected adventures along the way.",https://m.media-amazon.com/images/M/MV5BM2IyMzNkYzMtMmYzNC00MDFhLTkxN2EtNGNmMmQyMjY3NTg1XkEyXkFqcGdeQXVyOTcyNDU5MDA@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Metacritic', 'Value': '44/100'}]",26 May 2000,True,122 min,Kikujiro,movie,N/A,Takeshi Kitano,1999,tt0199683,7.8,"16,780",
392,"Kirsten Dunst, Michelle Williams, Dan Hedaya, Will Ferrell",4 nominations.,N/A,"France, Canada, USA",14 Dec 1999,Andrew Fleming,Comedy,English,65,Two girls wander away from a White House tour and meet President Nixon.,https://m.media-amazon.com/images/M/MV5BNmUwZGUyOWYtMjJlMC00ODhhLWIxMDMtYjAwOGFmMGVjZTA1XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,Sony Pictures Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",04 Aug 1999,True,94 min,Dick,movie,http://www.spe.sony.com/movies/jump/dick.html,"Andrew Fleming, Sheryl Longin",1999,tt0144168,6.1,"17,407",
393,"Geoffrey Blake, Gail Boggs, Jenna Byrne, Merrin Dungey",1 win & 1 nomination.,N/A,USA,17 Aug 1999,Ron Howard,"Comedy, Drama",English,48,A video store clerk agrees to have his life filmed by a camera crew for a television show.,https://m.media-amazon.com/images/M/MV5BYjBhNjc1NjktZTg4OS00YmUyLWI4YjAtNGIxZGM4ZTdkNmZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal Studios,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",26 Mar 1999,True,122 min,Edtv,movie,N/A,"Émile Gaudreault (screenplay ""Louis 19,  le roi des ondes""), Sylvie Bouchard (screenplay ""Louis 19,  le roi des ondes""), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)",1999,tt0131369,6.1,"39,366",
394,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon",Won 1 Oscar. Another 23 wins & 39 nominations.,N/A,"USA, Germany",23 May 2000,Tim Burton,"Fantasy, Horror, Mystery","English, Latin",65,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman.",https://m.media-amazon.com/images/M/MV5BMTQ4Yjk5ODEtNGFkOS00OTY1LTgwYTYtOTFkNmU2NzBmNGM2XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",19 Nov 1999,True,105 min,Sleepy Hollow,movie,http://www2.sleepyhollowmovie.com,"Washington Irving (story ""The Legend of Sleepy Hollow""), Kevin Yagher (screen story), Andrew Kevin Walker (screen story), Andrew Kevin Walker (screenplay)",1999,tt0162661,7.4,"303,817",
395,"Katie Holmes, Sarah Polley, Suzanne Krull, Desmond Askew",5 wins & 7 nominations.,N/A,USA,24 Aug 1999,Doug Liman,"Comedy, Crime",English,72,"Go! tells the story of the events after a drug deal, told from three different points of view.",https://m.media-amazon.com/images/M/MV5BNzJhNGExMDYtMWEyOS00MzMxLWJiYTYtMDYxNTRmNjdjM2VlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",09 Apr 1999,True,102 min,Go,movie,http://www.spe.sony.com/movies/go/index.html,John August,1999,tt0139239,7.3,"63,585",
396,"Francesca Annis, Justine Waddell, Bill Paterson, Keeley Hawes",8 wins & 3 nominations.,,"UK, USA",,N/A,Drama,"English, French, Amharic",N/A,"The daughter of a country doctor copes with an unwanted stepmother, an impetuous stepsister, burdensome secrets, the town gossips, and the tug on her own heartstrings for a man who thinks of her only as a friend.",https://m.media-amazon.com/images/M/MV5BMTI4MjcxNTE3Nl5BMl5BanBnXkFtZTYwMzk0MzE5._V1_SX300.jpg,,TV-PG,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",15 Dec 2002,True,301 min,Wives and Daughters,series,,N/A,1999–,tt0215364,8.1,"6,161",1
397,"Heather Donahue, Joshua Leonard, Michael C. Williams, Bob Griffin",18 wins & 23 nominations.,N/A,USA,26 Oct 1999,"Daniel Myrick, Eduardo Sánchez","Horror, Mystery",English,81,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.",https://m.media-amazon.com/images/M/MV5BNzQ1NDBlNDItMDAyYS00YTI2LTgwMmYtMzAwMzg4NDFlM2ZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Artisan Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",30 Jul 1999,True,81 min,The Blair Witch Project,movie,http://www.blairwitch.com,"Daniel Myrick, Eduardo Sánchez",1999,tt0185937,6.4,"214,514",
398,"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell",Nominated for 1 Oscar. Another 16 wins & 33 nominations.,N/A,USA,19 Oct 1999,Alexander Payne,"Comedy, Drama, Romance","English, Spanish",83,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president.",https://m.media-amazon.com/images/M/MV5BYjViYWQ4NjAtZmUzNy00Nzg5LWJkMzctMTgwOTRhNjdjYWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",07 May 1999,True,103 min,Election,movie,http://www.electionmovie.com,"Tom Perrotta (novel), Alexander Payne (screenplay), Jim Taylor (screenplay)",1999,tt0126886,7.3,"82,434",
399,"Dave Goelz, Steve Whitmire, Bill Barretta, Jerry Nelson",1 nomination.,N/A,USA,26 Oct 1999,Tim Hill,"Adventure, Comedy, Family, Fantasy, Sci-Fi",English,53,"Gonzo is contacted by his alien family through his breakfast cereal. But when the men in black kidnap him, it's up to Kermit and the gang to rescue Gonzo and help him reunite with his long-lost family.",https://m.media-amazon.com/images/M/MV5BODI2Zjc5YzMtNzQ1NS00NGVmLWExYzgtMzFlY2NiMGMzZjRjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,Columbia Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",14 Jul 1999,True,87 min,Muppets from Space,movie,http://www.muppetsfromspace.com,"Jerry Juhl, Joey Mazzarino, Ken Kaufman",1999,tt0158811,6.3,"16,725",
400,"Kevin Spacey, Danny DeVito, Peter Facinelli, Paul Dawson",1 nomination.,N/A,USA,29 Aug 2000,John Swanbeck,"Drama, Comedy",English,56,"Two veteran salesmen dissect a sales pitch to a particular client, through their young protégé.",https://m.media-amazon.com/images/M/MV5BOGY1YmQ5YjYtNWI5YS00OWNmLTliYTItZDA1YTdlYjg3NTQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Lions Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",19 May 2000,True,90 min,The Big Kahuna,movie,http://www.lionsgatefilms.com/thebigkahuna/index.htm,"Roger Rueff (play), Roger Rueff (screenplay)",1999,tt0189584,6.6,"13,228",
401,"Pat Healy, Genevieve Zweig, Mark Flanagan, Neil Flynn",Nominated for 3 Oscars. Another 28 wins & 53 nominations.,N/A,USA,25 Jul 2000,Paul Thomas Anderson,Drama,"English, German, French",77,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",https://m.media-amazon.com/images/M/MV5BZjk3YThkNDktNjZjMS00MTBiLTllNTAtYzkzMTU0N2QwYjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",07 Jan 2000,True,188 min,Magnolia,movie,http://www.magnoliamovie.com,Paul Thomas Anderson,1999,tt0175880,8.0,"267,424",
402,"Osheen Jones, Dario D'Ambrosi, Anthony Hopkins, Jessica Lange",Nominated for 1 Oscar. Another 4 wins & 17 nominations.,N/A,"UK, Italy, USA",15 Aug 2000,Julie Taymor,"Drama, History, Thriller","English, Latin",57,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family.",https://m.media-amazon.com/images/M/MV5BOTE0ZWY5N2UtZTlmMy00NGIwLTg4MGItMzkzYTY5OTYyOWIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Fox Searchlight,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",11 Feb 2000,True,162 min,Titus,movie,http://www.clearblueskyfilms.com/films/titus,"William Shakespeare (play), Julie Taymor (screenplay)",1999,tt0120866,7.2,"18,789",
403,"Jim Carrey, Gerry Becker, Greyson Erik Pendry, Brittany Colonna",Won 1 Golden Globe. Another 4 wins & 23 nominations.,N/A,"UK, Germany, Japan, USA",30 May 2000,Milos Forman,"Biography, Comedy, Drama",English,58,The life and career of legendary comedian Andy Kaufman.,https://m.media-amazon.com/images/M/MV5BNDI1Mjc3MzAtZDk0OS00OTZlLTlhZjktNzA3ODgwZGY2NWIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",22 Dec 1999,True,118 min,Man on the Moon,movie,http://www.universalpictures.com/manonthemoon,"Scott Alexander, Larry Karaszewski",1999,tt0125664,7.4,"115,853",
404,"Lalita Panyopas, Sirisin Siripornsmathikul, Prompop Lee, Surapong Mekpongsathorn",5 wins & 2 nominations.,N/A,Thailand,11 Jan 2005,Pen-Ek Ratanaruang,"Comedy, Crime, Thriller",Thai,65,"A woman, fired from a financial coorporation during the Asia crisis, returns home with no money. However, she finds a box with a fortune in front of her door, and decides to keep it. ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MzA4NDUxOF5BMl5BanBnXkFtZTYwODMyOTU5._V1_SX300.jpg,Palm Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",19 Nov 1999,True,118 min,6ixtynin9,movie,N/A,Pen-Ek Ratanaruang,1999,tt0235154,7.2,"1,775",
405,"Bobby Boriello, Diane Lane, Anna Paquin, Tovah Feldshuh",1 win & 6 nominations.,N/A,USA,02 Oct 2001,Tony Goldwyn,"Drama, Romance",English,70,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,https://m.media-amazon.com/images/M/MV5BZTVjZTFiYjctZWU4ZS00YTk2LWE5ZDItYTRkZDZkZjUzMTRkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Miramax,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",23 Apr 1999,True,107 min,A Walk on the Moon,movie,N/A,Pamela Gray,1999,tt0120613,6.6,"7,403",
406,"Becky Ann Baker, Kathleen Chalfant, Adam Zolotin, Adam LeFevre",Won 1 Primetime Emmy. Another 2 wins & 10 nominations.,,"Canada, USA",,N/A,"Drama, Fantasy, Horror, Thriller",English,N/A,A dangerous blizzard hits an isolated town and brings along a mysterious stranger intent on terrorizing people for his own desires.,https://m.media-amazon.com/images/M/MV5BMmU3ODdkMzEtMjA2My00MGRjLTliOGMtYjA2NDA1NDkxOGY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",14 Feb 1999,True,257 min,Storm of the Century,series,,N/A,1999–,tt0135659,7.4,"18,247",N/A
