,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
495,"Myrna Loy, Fredric March, Dana Andrews, Teresa Wright",Won 7 Oscars. Another 14 wins & 2 nominations.,N/A,USA,30 Oct 1997,William Wyler,"Drama, Romance, War",English,92,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,RKO Radio Pictures,Approved,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",29 May 1947,True,170 min,The Best Years of Our Lives,movie,N/A,"Robert E. Sherwood (screen play), MacKinlay Kantor (from a novel by)",1946,tt0036868,8.1,"52,818"
496,"Ruth Warrick, Bobby Driscoll, James Baskett, Luana Patten",Won 1 Oscar. Another 1 win & 1 nomination.,N/A,USA,N/A,"Wilfred Jackson, Harve Foster","Animation, Comedy, Family, Fantasy, Musical",English,54,"The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear.",https://m.media-amazon.com/images/M/MV5BMjU3ZTgzMjQtZDBhMS00ZmRlLTliM2ItOTE1MmEzOWRkZTIzXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,Walt Disney,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",20 Nov 1946,True,94 min,Song of the South,movie,N/A,"Joel Chandler Harris (book), Dalton S. Reymond (story), Bill Peet (cartoon story), Ralph Wright (cartoon story), Vernon Stallings (cartoon story), Dalton S. Reymond (screenplay), Morton Grant (screenplay), Maurice Rapf (screenplay)",1946,tt0038969,7.3,"9,997"
497,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",Nominated for 2 Oscars. Another 3 wins & 1 nomination.,N/A,USA,13 Mar 2001,Alfred Hitchcock,"Drama, Film-Noir, Romance, Thriller","English, French, Portuguese",100,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,RKO Radio Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",06 Sep 1946,True,102 min,Notorious,movie,N/A,Ben Hecht,1946,tt0038787,8.0,"84,283"
498,"Edward G. Robinson, Loretta Young, Orson Welles, Philip Merivale",Nominated for 1 Oscar. Another 1 nomination.,N/A,USA,08 Feb 2000,Orson Welles,"Crime, Drama, Film-Noir, Mystery, Thriller","English, Spanish, French",76,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.,https://m.media-amazon.com/images/M/MV5BMTExMDAzMDM0NzZeQTJeQWpwZ15BbWU3MDk3ODIzNzQ@._V1_SX300.jpg,RKO Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",01 Aug 1946,True,95 min,The Stranger,movie,N/A,"Anthony Veiller (screenplay), Victor Trivas (adaptation), Decla Dunning (adaptation), Victor Trivas (original story)",1946,tt0038991,7.4,"18,350"
499,"Bette Davis, Paul Henreid, Claude Rains, John Abbott",N/A,N/A,USA,01 Apr 2008,Irving Rapper,"Crime, Drama, Film-Noir",English,N/A,"A piano teacher believes that her fiancé was killed on the battlefield. When he miraculously returns, they decide to marry, but are threatened by a wealthy, egotistical composer the piano teacher started dating on the rebound after she became convinced her love had died.",https://ia.media-imdb.com/images/M/MV5BMGNlMzUzYzEtMGY3OS00ZmIwLWIwN2ItYzM3YjhlMDU2MWMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,Warner Bros.,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",26 Oct 1946,True,115 min,Deception,movie,N/A,"John Collier, Joseph Than, Louis Verneuil (play)",1946,tt0038461,7.3,"2,439"
500,"Ida Lupino, Paul Henreid, Olivia de Havilland, Sydney Greenstreet",N/A,N/A,USA,N/A,Curtis Bernhardt,"Biography, Drama","English, French",N/A,Genius authors Emily and Charlotte Bronte fall in love with their curate as they seek to get their work published.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NjIwNDI3MV5BMl5BanBnXkFtZTcwMDg2NzIwNQ@@._V1_SX300.jpg,Warner Bros.,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",20 Apr 1946,True,107 min,Devotion,movie,N/A,"Keith Winter (screenplay), Theodore Reeves (original story)",1946,tt0038474,6.7,620
501,"Basil Rathbone, Nigel Bruce, Patricia Morison, Edmund Breon",N/A,N/A,USA,02 Mar 2004,Roy William Neill,"Crime, Mystery",English,N/A,"Sherlock Holmes sets out to discover why a trio of murderous villains, including a dangerously attractive female, are desperate to obtain three unassuming and inexpensive little music boxes.",https://m.media-amazon.com/images/M/MV5BNDY4YzZkODUtOGU3Yi00ZDI5LWE4YzItZGJlYTk2ZjU1MTZiXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,American Pop Classics,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",07 Jun 1946,True,76 min,Dressed to Kill,movie,N/A,"Leonard Lee (screenplay), Frank Gruber (adaptation), Arthur Conan Doyle (adapted from a story by)",1946,tt0038494,7.0,"4,711"
502,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",Nominated for 5 Oscars. Another 6 wins & 1 nomination.,N/A,USA,19 Sep 1995,Frank Capra,"Drama, Family, Fantasy","English, French",89,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,Liberty Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",07 Jan 1947,True,130 min,It's a Wonderful Life,movie,N/A,"Frances Goodrich (screenplay), Albert Hackett (screenplay), Frank Capra (screenplay), Jo Swerling (additional scenes), Philip Van Doren Stern (story)",1946,tt0038650,8.6,"350,960"
503,"Larry Parks, Evelyn Keyes, William Demarest, Bill Goodwin",Won 2 Oscars. Another 1 win & 5 nominations.,N/A,USA,21 Oct 2003,Alfred E. Green,"Biography, Drama, Music",English,N/A,"This movie shows the idealized career of the singer Al Jolson, a little Jewish boy who goes against the will of his father in order to be in showbiz. He becomes a star, falls in love with a...",https://m.media-amazon.com/images/M/MV5BMTM3MTk2NjY0MV5BMl5BanBnXkFtZTcwNTM5MzQyMQ@@._V1_SX300.jpg,Sony Pictures Home Entertainment,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",10 Oct 1946,True,128 min,The Jolson Story,movie,N/A,"Harry Chandlee (adaptation), Stephen Longstreet (screenplay), Andrew Solt (adaptation)",1946,tt0038661,7.4,"1,355"
504,"Jean Marais, Josette Day, Mila Parély, Nane Germon",1 win & 2 nominations.,N/A,France,01 Jan 1998,"Jean Cocteau, René Clément","Drama, Fantasy, Romance",French,92,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",https://m.media-amazon.com/images/M/MV5BODMwNmZjZmEtZGE5MS00NGIyLTlhNzQtMDNkNzk4ODkxZmI2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Light Quest Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Metacritic', 'Value': '92/100'}]",23 Dec 1947,True,93 min,Beauty and the Beast,movie,N/A,"Jean Cocteau (dialogue), Jean Cocteau (screenplay), Jean Cocteau (story), Jeanne-Marie Leprince de Beaumont (story)",1946,tt0038348,8.0,"21,996"
505,"Michael Redgrave, Valerie Hobson, Flora Robson, James McKechnie",N/A,N/A,UK,N/A,Compton Bennett,Drama,English,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMTI4NTkyNTU1Ml5BMl5BanBnXkFtZTcwODY4NjM0MQ@@._V1_SX300.jpg,Sydney Box Associates,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",08 Jul 1946,True,88 min,The Years Between,movie,N/A,"Daphne Du Maurier (play), Muriel Box (screenplay), Sydney Box (screenplay)",1946,tt0039112,7.2,57
506,"Basil Rathbone, Nigel Bruce, Alan Mowbray, Dennis Hoey",N/A,N/A,USA,02 Mar 2004,Roy William Neill,"Crime, Drama, Film-Noir, Mystery, Thriller",English,N/A,"When the fabled Star of Rhodesia diamond is stolen on a London to Edinburgh train and the son of its owner is murdered, Sherlock Holmes must discover which of his suspicious fellow passengers is responsible.",https://m.media-amazon.com/images/M/MV5BMTI2NzAzNzYwN15BMl5BanBnXkFtZTYwMTQyNzk4._V1_SX300.jpg,Focus Film Entertainment,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",01 Feb 1946,True,60 min,Terror by Night,movie,N/A,"Frank Gruber (screenplay), Arthur Conan Doyle (adapted from a story by)",1946,tt0039017,7.0,"4,709"
507,"Rita Hayworth, Glenn Ford, George Macready, Joseph Calleia",1 win & 1 nomination.,N/A,USA,07 Nov 2000,Charles Vidor,"Drama, Film-Noir, Romance, Thriller","English, Spanish, French, German",N/A,A small-time gambler hired to work in a Buenos Aires casino learns that his ex-lover is married to his employer.,https://m.media-amazon.com/images/M/MV5BYWUxMzViZTUtNTYxNy00YjY4LWJmMjYtMzNlOThjNjhiZmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Sony Pictures Home Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",25 Apr 1946,True,110 min,Gilda,movie,N/A,"E.A. Ellington (story), Jo Eisinger (adaptation), Marion Parsonnet (screenplay)",1946,tt0038559,7.7,"24,546"
508,"Robert Cummings, Michèle Morgan, Steve Cochran, Lloyd Corrigan",1 nomination.,N/A,USA,05 Aug 2003,Arthur Ripley,"Crime, Film-Noir, Thriller","English, Spanish",N/A,Chuck Scott gets a job as chauffeur to tough guy Eddie Roman; but Chuck's involvement with Eddie's fearful wife becomes a nightmare.,https://m.media-amazon.com/images/M/MV5BNDI3OTM4NzMtNzQxMC00M2YxLWFmOTctNmUyNDBmMzIwZGI0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,VCI,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",10 Mar 1947,True,86 min,The Chase,movie,N/A,"Philip Yordan (written for the screen by), Cornell Woolrich (book)",1946,tt0038409,6.7,"1,227"
509,"David Niven, Kim Hunter, Robert Coote, Kathleen Byron",1 win & 2 nominations.,N/A,UK,24 Jun 2008,"Michael Powell, Emeric Pressburger","Comedy, Drama, Fantasy, Romance, War","English, French, Russian",N/A,A British wartime aviator who cheats death must argue for his life before a celestial court.,https://m.media-amazon.com/images/M/MV5BNjRlNzNhMDYtZmYxNC00ZDVlLTlkNGMtYTYxNDI5MjcxNWYzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",01 Mar 1947,True,104 min,A Matter of Life and Death,movie,N/A,"Michael Powell, Emeric Pressburger",1946,tt0038733,8.1,"16,888"
510,"Henry Fonda, Linda Darnell, Victor Mature, Cathy Downs",3 wins.,N/A,USA,06 Jan 2004,John Ford,"Biography, Drama, Western","English, Spanish",N/A,"The Earps battle the Clantons at the OK Corral in Tombstone, Arizona.",https://m.media-amazon.com/images/M/MV5BZTQ5MTc1NzYtZmIyYi00YzdjLTk4OWEtMDQyNmU1MTQ2MzkzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,20th Century Fox Film Corporation,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",01 Nov 1946,True,97 min,My Darling Clementine,movie,http://www.criterion.com/films/28570-my-darling-clementine,"Samuel G. Engel (screen play), Winston Miller (screen play), Sam Hellman (from a story by), Stuart N. Lake (based on a book by)",1946,tt0038762,7.8,"19,071"
511,"Jennifer Jones, Joseph Cotten, Gregory Peck, Lionel Barrymore",Nominated for 2 Oscars. Another 1 win & 1 nomination.,N/A,USA,19 Jan 1999,"King Vidor, Otto Brower, William Dieterle, Sidney Franklin, William Cameron Menzies, David O. Selznick, Josef von Sternberg","Drama, Romance, Western",English,N/A,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.",https://m.media-amazon.com/images/M/MV5BYzQ5NzAwZjktMDU3Ny00OGY4LTkzYjMtZDA0Y2YxMmVlYmMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Selznick Releasing,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",12 Sep 1947,True,129 min,Duel in the Sun,movie,N/A,"David O. Selznick (screenplay), Niven Busch (suggested by a novel by), Oliver H.P. Garrett (adaptation)",1946,tt0038499,6.9,"7,280"
512,"Humphrey Bogart, Lauren Bacall, John Ridgely, Martha Vickers",2 wins.,N/A,USA,15 Feb 2000,Howard Hawks,"Crime, Film-Noir, Mystery, Thriller",English,N/A,"Private detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",https://m.media-amazon.com/images/M/MV5BMjdiM2IyZmQtODJiYy00NDNkLTllYmItMmFjMDNiYTQyOGVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,Warner Bros. Pictures,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",31 Aug 1946,True,114 min,The Big Sleep,movie,N/A,"William Faulkner (screen play), Leigh Brackett (screen play), Jules Furthman (screen play), Raymond Chandler (short story ""Killer in the Rain"")",1946,tt0038355,8.0,"72,900"
513,"Kathryn Grayson, June Allyson, Lauritz Melchior, Jimmy Durante",N/A,N/A,USA,13 Sep 1996,Henry Koster,"Comedy, Musical",English,N/A,"Abigail Chandler has written her stuffy Boston relatives that she's a successful opera singer in New York. In reality, she works at a burlesque house and is billed as High-C Susie. When her...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTI2Mjg0NV5BMl5BanBnXkFtZTcwMzI1NTk5Mw@@._V1_SX300.jpg,MGM,PASSED,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",01 Apr 1946,True,112 min,Two Sisters from Boston,movie,N/A,"Myles Connolly (original screen play), James O'Hanlon (additional dialogue), Harry Crane (additional dialogue)",1946,tt0039054,6.7,351
514,"Lucille Ball, Clifton Webb, William Bendix, Mark Stevens",N/A,N/A,USA,06 Dec 2005,Henry Hathaway,"Crime, Drama, Film-Noir",English,N/A,"Secretary tries to help her boss, who is framed for a murder.",https://m.media-amazon.com/images/M/MV5BOTRiMjhmMmMtOWQ2Ny00YWY1LWE3ZGMtOTBmZTAxNjY1NGQzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,20th Century Fox,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",08 May 1946,True,99 min,The Dark Corner,movie,N/A,"Jay Dratler (screenplay), Bernard C. Schoenfeld (screenplay), Leo Rosten (story)",1946,tt0038453,7.2,"3,517"
515,"Lana Turner, John Garfield, Cecil Kellaway, Hume Cronyn",N/A,N/A,USA,06 Jan 2004,Tay Garnett,"Crime, Drama, Film-Noir, Mystery, Romance, Thriller",English,N/A,"A married woman and a drifter fall in love, then plot to murder her husband.",https://m.media-amazon.com/images/M/MV5BNTUzODE2Mzg3NF5BMl5BanBnXkFtZTgwNTE1MDkxMTE@._V1_SX300.jpg,MGM,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",14 Oct 1946,True,113 min,The Postman Always Rings Twice,movie,N/A,"Harry Ruskin (screen play), Niven Busch (screen play), James M. Cain (based on the novel by)",1946,tt0038854,7.5,"16,561"
516,"Judy Garland, John Hodiak, Ray Bolger, Angela Lansbury",Won 1 Oscar. Another 1 nomination.,N/A,USA,30 Apr 2001,George Sidney,"Comedy, Musical, Western",English,N/A,"On a train trip West to become a mail-order bride, Susan Bradley meets a cheery crew of young women traveling out to open a "" Harvey House "" restaurant at a remote whistle-stop to provide ...",https://m.media-amazon.com/images/M/MV5BMGZkMTg3YWQtZTMyOS00MDVjLTllOTQtYjczNjFkNjNlOTcyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,MGM Home Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",29 Apr 1946,True,102 min,The Harvey Girls,movie,N/A,"Edmund Beloin (screenplay), Nathaniel Curtis (screenplay), Harry Crane (screenplay), James O'Hanlon (screenplay), Samson Raphaelson (screenplay), Kay Van Riper (additional dialogue), Samuel Hopkins Adams (novel), Eleanore Griffin (original story), William Rankin (original story)",1946,tt0038589,7.1,"3,100"
517,"Nelson Eddy, Dinah Shore, Benny Goodman, The Andrews Sisters",1 win & 1 nomination.,N/A,USA,06 Jun 2000,"Robert Cormack, Clyde Geronimi, Jack Kinney, Hamilton Luske, Joshua Meador","Animation, Family, Music",English,60,Animation done to contemporary popular music.,https://m.media-amazon.com/images/M/MV5BYjlhNWE3MjMtNTE4My00YzkwLTgyZWYtODkzZDRjNzA1YzliXkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_SX300.jpg,N/A,Approved,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",15 Aug 1946,True,75 min,Make Mine Music,movie,N/A,"Homer Brightman (story), Dick Huemer (story), Dick Kinney (story), John Walbridge (story), Tom Oreb (story), Dick Shaw (story), Eric Gurney (story), Sylvia Moberly-Holland (story), T. Hee (story), Erdman Penner (story), Dick Kelsey (story), James Bodrero (story), Roy Williams (story), Jesse Marsh (story), Erwin Graham (story), Charles Palmer (story)",1946,tt0038718,6.4,"3,106"
518,"Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming",1 win.,N/A,USA,06 Jul 2004,Jacques Tourneur,"Crime, Drama, Film-Noir, Romance, Thriller","English, American Sign Language",N/A,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",https://m.media-amazon.com/images/M/MV5BMDE0MjYxYmMtM2VhMC00MjhiLTg5NjItMDkzZGM5MGVlYjMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,WARNER BROTHERS PICTURES,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",01 Dec 1947,True,97 min,Out of the Past,movie,N/A,"Daniel Mainwaring (screenplay), Daniel Mainwaring (novel)",1947,tt0039689,8.0,"28,652"
519,"Conchita Montes, Fosco Giachetti, María Denis, María Cañete",1 win.,N/A,"Spain, Italy",N/A,Edgar Neville,Drama,Spanish,N/A,"Barcelona, in the forties. Young Andrea comes to town to start college in the midst of an oppressive environment and extreme poverty. She's staying at her aunt Angustias, along with other ...",https://images-na.ssl-images-amazon.com/images/M/MV5BM2ExODUwYzUtZTU5Yi00MGQ5LThmZGEtMjFlYmQwZjFjMTAyXkEyXkFqcGdeQXVyNTI2OTk0MDY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",11 Nov 1947,True,76 min,Nada,movie,N/A,"Carmen Laforet (novel), Conchita Montes (dialogue), Edgar Neville",1947,tt0039650,6.6,80
520,"Gene Tierney, Rex Harrison, George Sanders, Edna Best",N/A,N/A,USA,01 Apr 2003,Joseph L. Mankiewicz,"Comedy, Drama, Fantasy, Mystery, Romance, Thriller",English,N/A,"In 1900, a young widow finds her seaside cottage is haunted...and forms a unique relationship with the ghost.",https://m.media-amazon.com/images/M/MV5BNzYxMjIyMmYtMDI2OS00YTgyLWExZWMtODdkZTk1NzRlODgzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,20th Century-Fox,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",08 Aug 1947,True,104 min,The Ghost and Mrs. Muir,movie,N/A,"Philip Dunne (screen play), R.A. Dick (from the novel by)",1947,tt0039420,7.9,"14,081"
521,"Betty Grable, Dick Haymes, Anne Revere, Allyn Joslyn",N/A,N/A,USA,N/A,"George Seaton, Edmund Goulding, John M. Stahl","Comedy, Musical, Romance",English,N/A,"In the late 1800s, Miss Pilgrim, a young stenographer, or typewriter, becomes the first female employee at a Boston shipping office. Although the men object to her at first, she soon charms...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2OTU2NDMwN15BMl5BanBnXkFtZTcwMzE2MDQyOQ@@._V1_SX300.jpg,20th Century Fox Film Corporation,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",04 Jan 1947,True,85 min,The Shocking Miss Pilgrim,movie,N/A,"George Seaton (written for the screen by), Ernest Maas (from a story by), Frederica Sagor Maas (from a story by)",1947,tt0039819,6.4,298
