,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
442,"Kalki Koechlin, Revathy, Sayani Gupta, Hussain Dalal",11 wins & 8 nominations.,N/A,India,N/A,"Shonali Bose, Nilesh Maniyar(co-director)",,,Drama,"Hindi, English",63,"A rebellious young woman with cerebral palsy leaves her home in India to study in New York, unexpectedly falls in love, and embarks on an exhilarating journey of self-discovery.",https://m.media-amazon.com/images/M/MV5BMTA5MzA1NDU4OTZeQTJeQWpwZ15BbWU4MDU0Mzk1ODgx._V1_SX300.jpg,Wolfe Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",14 Jun 2016,True,100 min,,Margarita with a Straw,movie,http://wolfereleasing.com/info/title/margarita-with-a-straw/,"Shonali Bose (story,  screenplay and dialogue), Nilesh Maniyar, Atika Chohan (hindi dialogue)",2014,tt2929690,7.3,"2,864",,
443,"Jessica Chastain, James McAvoy, Nina Arianda, Viola Davis",1 win & 3 nominations.,N/A,USA,N/A,Ned Benson,,,"Drama, Romance",English,67,"Told from the female perspective, the story of a couple trying to reclaim the life and love they once knew and pick up the pieces of a past that may be too far gone.",https://m.media-amazon.com/images/M/MV5BNTYwYTgyYzctMWE2NS00Yzg5LWEwMDQtNWFjMmM4NmNjY2ExXkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '67/100'}]",10 Oct 2014,True,100 min,,The Disappearance of Eleanor Rigby: Her,movie,N/A,Ned Benson,2013,tt3720788,6.9,"7,740",,
444,"Kaori Fukuhara, Saori Hayami, Mina, Iori Nomizu",N/A,N/A,Japan,N/A,N/A,,,"Animation, Comedy, Fantasy, Sci-Fi",Japanese,N/A,"Wraps up the story of Tomoki Sakurai and his relationship with the Angeloid who fell from the sky, Ikaros.",https://m.media-amazon.com/images/M/MV5BOGIwMzM2NTktZGZjYi00Mzc0LTgzMTQtNThhYjk0MDZiMThiXkEyXkFqcGdeQXVyMzUwNzgzNzg@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",26 Apr 2014,True,50 min,,Heaven's Lost Property Final: Eternal My Master,movie,N/A,N/A,2014,tt3438514,6.7,189,,
445,"Dakota Fanning, Polly Dartford, Greg Wise, Tom Sturridge",2 nominations.,N/A,UK,N/A,Richard Laxton,,,"Biography, Drama, Romance",English,54,"A look at the scandalous love triangle between Victorian art critic John Ruskin, his teenage bride Effie Gray, and Pre-Raphaelite painter John Everett Millais.",https://m.media-amazon.com/images/M/MV5BMjAyNjQ1NDc3Nl5BMl5BanBnXkFtZTgwNjY5MTE0NDE@._V1_SX300.jpg,Adopt Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",10 Oct 2014,True,104 min,,Effie Gray,movie,http://www.adoptfilms.com/effiegray,Emma Thompson,2014,tt1605798,5.9,"3,551",,
446,"Oscar Isaac, Elyes Gabel, Jessica Chastain, Lorna Pruce",Nominated for 1 Golden Globe. Another 15 wins & 50 nominations.,N/A,"United Arab Emirates, USA",07 Apr 2015,J.C. Chandor,,,"Crime, Drama, Thriller","English, Spanish",79,"In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.",https://m.media-amazon.com/images/M/MV5BMjE4OTY4ODg3Ml5BMl5BanBnXkFtZTgwMTI1MTg1MzE@._V1_SX300.jpg,A24,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",30 Jan 2015,True,125 min,,A Most Violent Year,movie,http://amostviolentyear.com/,J.C. Chandor,2014,tt2937898,7.0,"59,267",,
447,"Hye-ja Kim, Hye-jeong Kang, Re Lee, Min-su Choi",1 win & 5 nominations.,N/A,South Korea,N/A,Sung-ho Kim,,,"Crime, Drama, Family",Korean,N/A,"Ji-so, a young girl who doesn't have a house because of her bankrupted dad. In order to get money to buy a house she plan to steals wealthy people's dogs to earn reward money when she returns them.",https://m.media-amazon.com/images/M/MV5BYzE0NGIwYzgtZDVhMS00NDlhLWIxMWEtYWFlZDFkZWRhMGQ4XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",31 Dec 2014,True,109 min,,How to Steal a Dog,movie,N/A,"Sung-ho Kim (screenplay), Yeon-Shick Shin (screenplay), Barbara O'Connor (original story)",2014,tt3812402,7.0,228,,
448,"Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer",1 win & 4 nominations.,N/A,USA,01 Dec 2015,"Jonathan Milott, Cary Murnion",,,"Action, Comedy, Horror, Sci-Fi",English,49,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives.",https://m.media-amazon.com/images/M/MV5BMTA4MTM5NzExMjBeQTJeQWpwZ15BbWU4MDYyNTk1OTUx._V1_SX300.jpg,Lionsgate Premiere,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",18 Sep 2015,True,88 min,,Cooties,movie,https://www.facebook.com/cootiesmovie,"Leigh Whannell, Ian Brennan, Leigh Whannell (story), Ian Brennan (story), Josh C. Waller (story)",2014,tt2490326,5.7,"20,305",,
449,"Dandara de Morais, Geová Manoel Dos Santos, Maria Salvino Dos Santos, Cândida Bezerra Galindo",7 wins & 8 nominations.,N/A,Brazil,N/A,Gabriel Mascaro,,,Drama,Portuguese,78,"The August winds gust and a poetic duel between life, death, loss, memory, the wind and the sea ensues.",https://m.media-amazon.com/images/M/MV5BMTc0MTUxMzU3NF5BMl5BanBnXkFtZTgwMDkxNzU0MjE@._V1_SX300.jpg,N/A,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '78/100'}]",01 Nov 2014,True,77 min,,August Winds,movie,N/A,"Gabriel Mascaro (story), Rachel Daisy Ellis (story), Gabriel Mascaro (screenplay), Rachel Daisy Ellis (screenplay)",2014,tt3904770,6.2,404,,
450,"Mark Hapka, Jessica Rothe, Eric Jungmann, Constance Wu",1 nomination.,N/A,USA,N/A,Christopher Leone,,,"Action, Sci-Fi",English,N/A,A mysterious building is the gateway to infinite parallel Earths.,https://m.media-amazon.com/images/M/MV5BMTY4ODM3MjUxMl5BMl5BanBnXkFtZTgwNTY5NTIxNTE@._V1_SX300.jpg,Fox,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",01 Mar 2015,True,83 min,,Parallels,movie,N/A,"Laura Harkcom (story), Christopher Leone (story), Christopher Leone (teleplay)",2015,tt3479316,6.1,"12,597",,
451,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig",3 wins & 6 nominations.,"$31,354,666",USA,11 Aug 2015,Levan Gabriadze,,,"Drama, Horror, Mystery, Thriller",English,59,"A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",https://m.media-amazon.com/images/M/MV5BMzdlNWI2MjYtMWY3ZC00N2EzLWIzNTgtZDY2NGI4OTY3Yzc5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",17 Apr 2015,True,83 min,,Unfriended,movie,http://www.facebook.com/UnfriendedMovie,Nelson Greaves,2014,tt3713166,5.6,"61,004",,
452,"Julia Stiles, Scott Speedman, Stephen Rea, Pixie Davies",N/A,N/A,"USA, Colombia, Spain",31 Mar 2015,Lluís Quílez,,,"Horror, Thriller",English,33,"A couple and their daughter move to Colombia to take over a family manufacturing plant, only to realize their new home is haunted.",https://m.media-amazon.com/images/M/MV5BMzY5MDE1ODE2N15BMl5BanBnXkFtZTgwMDY5NTc5MzE@._V1_SX300.jpg,Vertical Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",10 Apr 2015,True,92 min,,Out of the Dark,movie,http://www.takepart.com/out-of-the-dark,"Javier Gullón (screenplay), David Pastor (screenplay), Àlex Pastor (screenplay)",2014,tt2872724,4.8,"3,600",,
453,"José Sacristán, Marina Andruix, Raimundo de los Reyes, Lucía Pollán",12 wins & 25 nominations.,N/A,"Spain, France",N/A,Carlos Vermut,,,"Drama, Thriller",Spanish,N/A,"The father of a terminally ill girl is determined to grant his daughter's last wish, a ridiculously expensive collectors' costume from a Japanese TV series. The request will drive him into a journey within his city's dark underbelly.",https://m.media-amazon.com/images/M/MV5BNmFkYzQ2MWItM2NkOS00OGFkLThlNjEtOWI5YzVlOTMzY2VmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",17 Oct 2014,True,127 min,,Magical Girl,movie,N/A,Carlos Vermut,2014,tt3089326,7.3,"4,923",,
454,"Jean Reno, Anna Galiena, Chloé Jouannet, Hugo Dessioux",N/A,N/A,France,N/A,Rose Bosch,,,"Drama, Romance","French, English",N/A,"Lea, Adrian, and their little brother Theo, born deaf, go on holiday in Provence with their grandfather, Paul ""Oliveron"" they never met because of a family quarrel. Unfortunately, it is not...",https://m.media-amazon.com/images/M/MV5BMjEzOTg0NzEyNl5BMl5BanBnXkFtZTgwODM4NDQyNDE@._V1_SX300.jpg,Gaumont International,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",02 Apr 2014,True,105 min,,Avis de mistral,movie,N/A,Rose Bosch (screenplay),2014,tt3013588,6.6,"2,771",,
455,"Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain",3 nominations.,N/A,"USA, Canada",28 Oct 2014,"Jayson Thiessen, Ishi Rudell(co-director)",,,"Animation, Adventure, Comedy, Family, Fantasy, Musical","English, Hungarian",N/A,"Three mysterious girls show up at canterlot high and cause trouble. With the magic of friendship, they want to defeat the mysterious girls.",https://m.media-amazon.com/images/M/MV5BMmNjYTFiMzktN2RhNS00MTNhLTljODAtOGUzMmI0OTZkNTQxXkEyXkFqcGdeQXVyNDcxMTk4Mzc@._V1_SX300.jpg,Screenvision,TV-Y,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",27 Sep 2014,True,75 min,,My Little Pony: Equestria Girls - Rainbow Rocks,movie,http://www.mlpeg.com,"Lauren Faust (characters), Meghan McCarthy",2014,tt3529198,6.9,"2,214",,
456,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist",Won 3 Oscars. Another 89 wins & 136 nominations.,N/A,USA,24 Feb 2015,Damien Chazelle,,,"Drama, Music",English,88,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",15 Oct 2014,True,106 min,,Whiplash,movie,http://sonyclassics.com/whiplash/,Damien Chazelle,2014,tt2582802,8.5,"600,421",,
457,"Simon Bird, James Buckley, Blake Harrison, Joe Thomas",2 nominations.,"$14,299,071",UK,N/A,"Damon Beesley, Iain Morris",,,Comedy,English,55,"Jay, Neil, Simon, and Will reunite in Australia for a holiday.",https://m.media-amazon.com/images/M/MV5BNTI3OTc1YTEtNGQ5My00ZGRiLWE4YTYtNjNhMDRiOWI4Y2RhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Bwark Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",06 Aug 2014,True,96 min,,The Inbetweeners 2,movie,N/A,"Damon Beesley, Iain Morris",2014,tt3097204,6.4,"37,749",,
458,"Gael García Bernal, Kim Bodnia, Dimitri Leonidas, Haluk Bilginer",1 win & 1 nomination.,N/A,USA,10 Feb 2015,Jon Stewart,,,"Biography, Drama",English,67,Iranian-Canadian journalist Maziar Bahari is detained by Iranian forces who brutally interrogate him under suspicion that he is a spy.,https://m.media-amazon.com/images/M/MV5BNjY1NjQ1NjMzNl5BMl5BanBnXkFtZTgwNzU0Mjc1MjE@._V1_SX300.jpg,Open Road Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",27 Nov 2014,True,103 min,,Rosewater,movie,http://www.facebook.com/Rosewatermovie/,"Jon Stewart (screenplay), Maziar Bahari (book), Aimee Molloy (book)",2014,tt2752688,6.6,"9,761",,
459,"Nicole Kidman, Colin Firth, Mark Strong, Ben Crompton",N/A,N/A,"UK, USA, France, Sweden",27 Jan 2015,Rowan Joffe,,,"Drama, Horror, Mystery, Thriller",English,41,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",https://m.media-amazon.com/images/M/MV5BNjI0NTAwMTU1NV5BMl5BanBnXkFtZTgwNzkwNjQ0MjE@._V1_SX300.jpg,Clarius Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",31 Oct 2014,True,92 min,,Before I Go to Sleep,movie,http://www.beforeigotosleepthemovie.com/,"Rowan Joffe, S.J. Watson (based on the novel by)",2014,tt1726592,6.3,"63,876",,
460,"Rocki DuCharme, Sara Lynne Wright, Larissa Schmitz, Phillip Abraham",1 win & 1 nomination.,N/A,USA,10 Feb 2015,Lynn Shelton,,,"Comedy, Drama, Romance",English,63,"In the throes of a quarter-life crisis, Megan panics when her boyfriend proposes, then, taking an opportunity to escape for a week, hides out in the home of her new friend, 16-year-old Annika, who lives with her world-weary single dad.",https://m.media-amazon.com/images/M/MV5BMTY5NjU0MTQwMl5BMl5BanBnXkFtZTgwMjYxMTU0MjE@._V1_SX300.jpg,A24 Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",24 Oct 2014,True,99 min,,Laggies,movie,http://laggiesthemovie.tumblr.com/,Andrea Seigel,2014,tt2034031,6.4,"38,561",,
461,"Bella Thorne, Ryan Ochoa, Roshon Fegan, Madison Pettis",N/A,N/A,USA,02 Sep 2014,Peter Hewitt,,,"Family, Fantasy, Horror",English,N/A,"Bella Thorne (Shake It Up!, Frienemies), Madison Pettis (Lab Rats, Beverly Hills Chihuahua 3) and Ryan Ochoa (Pair of Kings, The Perfect Game) lead an ensemble cast in this spook-tacular ...",https://m.media-amazon.com/images/M/MV5BYzk1NTRjOTktODExNi00ZjYyLTkwZWYtZmI1NTQ0YTRiYTE5XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",05 Feb 2015,True,90 min,,Mostly Ghostly: Have You Met My Ghoulfriend?,movie,https://www.facebook.com/MG2.haveyoumetmyghoulfriend,"R.L. Stine (based on the book by), Rich Correll (screenplay by)",2014,tt3138192,5.1,788,,
462,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",1 win & 8 nominations.,"$56,752,482",USA,10 Feb 2015,Miguel Arteta,,,"Comedy, Family",English,54,"Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.",https://m.media-amazon.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",10 Oct 2014,True,81 min,,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",movie,http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-da,"Rob Lieber (screenplay), Rob Lieber (screen story), Judith Viorst (book)",2014,tt1698641,6.2,"36,691",,
463,"Karidja Touré, Assa Sylla, Lindsay Karamoh, Mariétou Touré",11 wins & 21 nominations.,"$60,019",France,19 May 2015,Céline Sciamma,,,Drama,French,85,"A girl with few real prospects joins a gang, reinventing herself and gaining a sense of self confidence in the process. However, she soon finds that this new life does not necessarily make her any happier.",https://m.media-amazon.com/images/M/MV5BMjA5MDM1ODE5NV5BMl5BanBnXkFtZTgwNjg0MTk5MzE@._V1_SX300.jpg,Strand Releasing,Unrated,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",22 Oct 2014,True,113 min,,Girlhood,movie,http://strandreleasing.com/films/girlhood/,Céline Sciamma (screenplay),2014,tt3655522,6.9,"6,444",,
464,"Nine d'Urso, Thibault Duteil, Maia Fontaine, Corentin Lunedic",N/A,N/A,France,N/A,Alain Cavalier,,,N/A,"French, German",N/A,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNDAwZWZmOGItMWEwNC00NGZmLTk2ZmEtNDkwZDViZDdiNGJmXkEyXkFqcGdeQXVyMTM3ODcwODc@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",08 Oct 2014,True,68 min,,Paradise,movie,N/A,Alain Cavalier,2014,tt3971202,6.4,85,,
465,"Tyler Labine, Damon Wayans Jr., Hayes MacArthur, Thomas Middleditch",N/A,N/A,USA,N/A,Rob Pearlstein,,,Comedy,English,52,"Three friends plot to get rid of their socially inappropriate friend by finding him a wife, but when he meets a woman just like him, their problems double.",https://m.media-amazon.com/images/M/MV5BMTk1NjczNDg1MV5BMl5BanBnXkFtZTgwMjI5NzQzMjE@._V1_SX300.jpg,Freestyle Releasing,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Metacritic', 'Value': '52/100'}]",09 Sep 2014,True,87 min,,Someone Marry Barry,movie,http://www.facebook.com/SomeoneMarryBarry,Rob Pearlstein,2014,tt1978532,5.8,"6,938",,
466,"Katie Cassidy, Garret Dillahunt, Michelle Trachtenberg, Michael Imperioli",N/A,N/A,USA,20 Oct 2014,John Suits,,,"Mystery, Sci-Fi, Thriller",English,32,"A young woman is facing her destructive multiple personalities using an experimental new procedure known as ""The Siamese Burn.""",https://m.media-amazon.com/images/M/MV5BMjQwNzg3NDI2MF5BMl5BanBnXkFtZTgwNTg1OTc1MjE@._V1_SX300.jpg,Xlrator Media,R,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",06 Nov 2014,True,88 min,,The Scribbler,movie,N/A,Dan Schaffer,2014,tt2396721,5.4,"4,459",,
467,"Sarah Alles, Sabine Falkenberg, Gudo Hoegel, Carolin Kebekus",N/A,N/A,Germany,N/A,"Hubert Weiland, Nina Wels",,,"Animation, Family",German,N/A,A little dragon's adventure,https://m.media-amazon.com/images/M/MV5BMTYzODc1MjUyNF5BMl5BanBnXkFtZTgwMjg1NDc4NTE@._V1_SX300.jpg,N/A,TV-G,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",18 Dec 2014,True,83 min,,Der kleine Drache Kokosnuss,movie,N/A,"Mark Slater, Gabriele Walther",2014,tt3726220,4.7,134,,
468,"Katie Holmes, James Badge Dale, Callan Mulvey, Jean Smart",1 nomination.,N/A,USA,27 Jan 2015,Karen Leigh Hopkins,,,"Drama, Thriller",English,43,A story centered on a proper elementary school teacher who moonlights as a vigilante.,https://m.media-amazon.com/images/M/MV5BMTYzMzQ5Njc5MV5BMl5BanBnXkFtZTgwNDEwNzk3MjE@._V1_SX300.jpg,Eone Films,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",14 Nov 2014,True,88 min,,Miss Meadows,movie,http://www.missmeadowsthemovie.com/,Karen Leigh Hopkins,2014,tt3128900,5.7,"6,471",,
469,"Abigail Breslin, Georgie Henley, Mira Sorvino, James Russo",2 wins.,N/A,Canada,10 Jun 2014,Stanley M. Brooks,,,"Crime, Drama, Thriller",English,44,"Tired of their mother's alcoholism and a string of her abusive boyfriends, two sisters plot to kill her.",https://m.media-amazon.com/images/M/MV5BMTYxNjk4MzcyOF5BMl5BanBnXkFtZTgwMzQ3OTQyMTE@._V1_SX300.jpg,Gravitas Ventures,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",07 Oct 2014,True,96 min,,Perfect Sisters,movie,http://https://www.facebook.com/PerfectSisters,"Fab Filippo (screenplay), Bob Mitchell (book), Adam Till (screenplay)",2014,tt2027231,5.6,"5,704",,
